대여일자,대여소명,대여건수합계
2021-03-01,1323. 월곡역 입구 육교 밑,341
2021-03-01,1325. 상월곡역 4번출구,634
2021-03-01,1326. 상월곡역 1번출구,785
2021-03-01,1327. 상월곡역 3번출구,1104
2021-03-01,1328. 월곡역 3번출구,1839
2021-03-01,1332. 석계역 5번출구 건너편,2464
2021-03-01,1333. 석관초등학교 앞,1396
2021-03-01,1334. 석관동주민센터 앞,1063
2021-03-01,1336. 성북3교 위,1358
2021-03-01,1337. 돈암성당 옆,1720
2021-03-01,1338. 용문2교 옆,987
2021-03-01,1339. 삼성전자서비스 성북센터,792
2021-03-01,1340. 광운초등학교 앞,465
2021-03-01,1342. 성북쉼터 앞,152
2021-03-01,1343. 한성대7번출구 앞,632
2021-03-01,1344. 아리랑시네센터 앞,653
2021-03-01,1346. 길음8골어린이공원 옆,842
2021-03-01,1347. 길음래미안아파트817동 상가 앞,320
2021-03-01,1348. 성북제일새마을금고 본점 앞,657
2021-03-01,1349. 월계2교 버스정류장 앞,915
2021-03-01,1351. 안암2교 옆,1701
2021-03-01,1352. e 편한세상 보문아파트 내,169
2021-03-01,1353. 금호어울림센터힐 내,303
2021-03-01,1354. 고려대학교 2번출구,1911
2021-03-01,1355. 보문2교,2624
2021-03-01,1357. 북한산보국문역,328
2021-03-01,1358. 정릉도서관 앞,599
2021-03-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,733
2021-03-01,1360. 정릉역,577
2021-03-01,1361. 홍익중고 입구,745
2021-03-01,1362. 보문역6번출구 앞,1292
2021-03-01,1363. 보문4교 인근,1746
2021-03-01,1364. 성북동 치안센터 앞,548
2021-03-01,1365. 선잠단지 앞,210
2021-03-01,1366. 일신초등학교 옆,280
2021-03-01,1367. 길음문화복합미디어센터,403
2021-03-01,1368. 성신여대입구 교차로,848
2021-03-01,1369. 미아사거리,1438
2021-03-01,1370. 복자사랑 피정의 집,296
2021-03-01,1372. KEB은행 고대점,1514
2021-03-01,1373. 성북구보건소 건너편,733
2021-03-01,1375. 생명의 전화 종합복지관 앞 교차로,1091
2021-03-01,1376. 한국과학기술연구원 중문,168
2021-03-01,1377. 한국과학기술연구원 북문,188
2021-03-01,1379.길음뉴타운푸르지오아파트 3단지,253
2021-03-01,1380.월곡역 5번출구 앞,1521
2021-03-01,1381.석계역 4번출구 뒤,1630
2021-03-01,1382.래미안월곡아파트 입구,916
2021-03-01,1384.성신여대입구역 5번출구,1482
2021-03-01,1385.성신여대입구역 3번출구 앞,919
2021-03-01,1386.동선고가차도 초입,422
2021-03-01,1388.커핀그루나루,514
2021-03-01,1390.석관래미안아트리치,1018
2021-03-01,1391.성북청소년센터,392
2021-03-01,1392.돈암삼성풍림아파트,79
2021-03-01,1393.돈암육교 하단,134
2021-03-01,1394.길음뉴타운 래미안9단지,753
2021-03-01,1395.래미안장위포레카운티(102동),555
2021-03-01,1396.래미안장위퍼스트하이(513동),1144
2021-04-01,1302. 한성대입구역6번출구 뒤,774
2021-04-01,1303. 돈암초교 입구,1004
2021-04-01,1304. 만해공원,361
2021-04-01,1305. 성북구청,1256
2021-04-01,1306. 한성대입구역2번출구,2241
2021-04-01,1308. 안암로터리 버스정류장 앞,4841
2021-04-01,1314. 정릉꿈에그린1단지 201동 앞,475
2021-04-01,1315. 고려사대부속중고 정문,408
2021-04-01,1316. 고려사대부속중고 건너편,475
2021-04-01,1318. 길음역 3번출구 뒤,1372
2021-04-01,1319. 종암사거리 분수대,1731
2021-04-01,1320. LG베스트샵 종암점,2480
2021-04-01,1321. 국민은행 종암동지점 앞,2688
2021-04-01,1322. 래미안라센트아파트 103동 앞,1205
2021-04-01,1323. 월곡역 입구 육교 밑,512
2021-04-01,1325. 상월곡역 4번출구,880
2021-04-01,1326. 상월곡역 1번출구,1069
2021-04-01,1327. 상월곡역 3번출구,1419
2021-04-01,1328. 월곡역 3번출구,2318
2021-04-01,1332. 석계역 5번출구 건너편,3145
2021-04-01,1333. 석관초등학교 앞,1765
2021-04-01,1334. 석관동주민센터 앞,1481
2021-04-01,1336. 성북3교 위,1864
2021-04-01,1337. 돈암성당 옆,2438
2021-04-01,1338. 용문2교 옆,1339
2021-04-01,1339. 삼성전자서비스 성북센터,1084
2021-04-01,1340. 광운초등학교 앞,721
2021-04-01,1342. 성북쉼터 앞,156
2021-04-01,1343. 한성대7번출구 앞,916
2021-04-01,1344. 아리랑시네센터 앞,863
2021-04-01,1346. 길음8골어린이공원 옆,1041
2021-04-01,1347. 길음래미안아파트817동 상가 앞,477
2021-04-01,1348. 성북제일새마을금고 본점 앞,844
2021-04-01,1349. 월계2교 버스정류장 앞,1065
2021-04-01,1351. 안암2교 옆,2263
2021-04-01,1352. e 편한세상 보문아파트 내,206
2021-04-01,1353. 금호어울림센터힐 내,395
2021-04-01,1354. 고려대학교 2번출구,2258
2021-04-01,1355. 보문2교,3440
2021-04-01,1357. 북한산보국문역,506
2021-04-01,1358. 정릉도서관 앞,813
2021-04-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,1238
2021-04-01,1360. 정릉역,840
2021-04-01,1361. 홍익중고 입구,1076
2021-04-01,1362. 보문역6번출구 앞,1455
2021-04-01,1363. 보문4교 인근,2327
2021-04-01,1364. 성북동 치안센터 앞,797
2021-04-01,1365. 선잠단지 앞,321
2021-04-01,1366. 일신초등학교 옆,421
2021-04-01,1367. 길음문화복합미디어센터,601
2021-04-01,1368. 성신여대입구 교차로,1247
2021-04-01,1369. 미아사거리,2015
2021-04-01,1370. 복자사랑 피정의 집,468
2021-04-01,1372. KEB은행 고대점,1838
2021-04-01,1373. 성북구보건소 건너편,1049
2021-04-01,1375. 생명의 전화 종합복지관 앞 교차로,1512
2021-04-01,1376. 한국과학기술연구원 중문,206
2021-04-01,1377. 한국과학기술연구원 북문,264
2021-04-01,1379.길음뉴타운푸르지오아파트 3단지,359
2021-04-01,1380.월곡역 5번출구 앞,2031
2021-04-01,1381.석계역 4번출구 뒤,2194
2021-04-01,1382.래미안월곡아파트 입구,1118
2021-04-01,1384.성신여대입구역 5번출구,1989
2021-04-01,1385.성신여대입구역 3번출구 앞,1342
2021-04-01,1386.동선고가차도 초입,559
2021-04-01,1388.커핀그루나루,656
2021-04-01,1390.석관래미안아트리치,1444
2021-04-01,1391.성북청소년센터,597
2021-04-01,1392.돈암삼성풍림아파트,145
2021-04-01,1393.돈암육교 하단,326
2021-04-01,1394.길음뉴타운 래미안9단지,981
2021-04-01,1395.래미안장위포레카운티(102동),870
2021-04-01,1396.래미안장위퍼스트하이(513동),1539
2021-04-01,4406. 장곡초등학교 앞,44
2021-05-01,1302. 한성대입구역6번출구 뒤,698
2021-05-01,1303. 돈암초교 입구,903
2021-05-01,1304. 만해공원,327
2021-05-01,1305. 성북구청,1155
2021-05-01,1306. 한성대입구역2번출구,2062
2021-05-01,1308. 안암로터리 버스정류장 앞,4696
2021-05-01,1314. 정릉꿈에그린1단지 201동 앞,464
2021-05-01,1315. 고려사대부속중고 정문,425
2021-05-01,1316. 고려사대부속중고 건너편,455
2021-05-01,1318. 길음역 3번출구 뒤,1314
2021-05-01,1319. 종암사거리 분수대,1794
2021-05-01,1320. LG베스트샵 종암점,2327
2021-05-01,1321. 국민은행 종암동지점 앞,2560
2021-05-01,1322. 래미안라센트아파트 103동 앞,1150
2021-05-01,1323. 월곡역 입구 육교 밑,518
2021-05-01,1325. 상월곡역 4번출구,763
2021-05-01,1326. 상월곡역 1번출구,1004
2021-05-01,1327. 상월곡역 3번출구,1347
2021-05-01,1328. 월곡역 3번출구,2246
2021-05-01,1332. 석계역 5번출구 건너편,3319
2021-05-01,1333. 석관초등학교 앞,1719
2021-05-01,1334. 석관동주민센터 앞,1406
2021-05-01,1336. 성북3교 위,1669
2021-05-01,1337. 돈암성당 옆,2325
2021-05-01,1338. 용문2교 옆,1294
2021-05-01,1339. 삼성전자서비스 성북센터,1093
2021-05-01,1340. 광운초등학교 앞,599
2021-05-01,1342. 성북쉼터 앞,148
2021-05-01,1343. 한성대7번출구 앞,803
2021-05-01,1344. 아리랑시네센터 앞,701
2021-05-01,1346. 길음8골어린이공원 옆,909
2021-05-01,1347. 길음래미안아파트817동 상가 앞,409
2021-05-01,1348. 성북제일새마을금고 본점 앞,771
2021-05-01,1349. 월계2교 버스정류장 앞,1005
2021-05-01,1351. 안암2교 옆,2161
2021-05-01,1352. e 편한세상 보문아파트 내,202
2021-05-01,1353. 금호어울림센터힐 내,357
2021-05-01,1354. 고려대학교 2번출구,1929
2021-05-01,1355. 보문2교,3373
2021-05-01,1357. 북한산보국문역,505
2021-05-01,1358. 정릉도서관 앞,849
2021-05-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,1074
2021-05-01,1360. 정릉역,898
2021-05-01,1361. 홍익중고 입구,1175
2021-05-01,1362. 보문역6번출구 앞,1341
2021-05-01,1363. 보문4교 인근,2277
2021-05-01,1364. 성북동 치안센터 앞,834
2021-05-01,1365. 선잠단지 앞,353
2021-05-01,1366. 일신초등학교 옆,397
2021-05-01,1367. 길음문화복합미디어센터,542
2021-05-01,1368. 성신여대입구 교차로,1161
2021-05-01,1369. 미아사거리,1968
2021-05-01,1370. 복자사랑 피정의 집,406
2021-05-01,1372. KEB은행 고대점,1856
2021-05-01,1373. 성북구보건소 건너편,1050
2021-05-01,1375. 생명의 전화 종합복지관 앞 교차로,1445
2021-05-01,1376. 한국과학기술연구원 중문,187
2021-05-01,1377. 한국과학기술연구원 북문,217
2021-05-01,1379.길음뉴타운푸르지오아파트 3단지,273
2021-05-01,1380.월곡역 5번출구 앞,2132
2021-05-01,1381.석계역 4번출구 뒤,2213
2021-05-01,1382.래미안월곡아파트 입구,1225
2021-05-01,1384.성신여대입구역 5번출구,1816
2021-05-01,1385.성신여대입구역 3번출구 앞,1347
2021-05-01,1386.동선고가차도 초입,550
2021-05-01,1388.커핀그루나루,710
2021-05-01,1390.석관래미안아트리치,1524
2021-05-01,1391.성북청소년센터,619
2021-05-01,1392.돈암삼성풍림아파트,122
2021-05-01,1393.돈암육교 하단,286
2021-05-01,1394.길음뉴타운 래미안9단지,890
2021-05-01,1395.래미안장위포레카운티(102동),780
2021-05-01,1396.래미안장위퍼스트하이(513동),1299
2021-05-01,4406. 장곡초등학교 앞,653
2021-05-01,4408. 돌곶이역 앞,125
2021-06-01,1302. 한성대입구역6번출구 뒤,934
2021-06-01,1303. 돈암초교 입구,1150
2021-06-01,1304. 만해공원,436
2021-06-01,1305. 성북구청,1340
2021-06-01,1306. 한성대입구역2번출구,2443
2021-06-01,1308. 안암로터리 버스정류장 앞,5557
2021-06-01,1314. 정릉꿈에그린1단지 201동 앞,525
2021-06-01,1315. 고려사대부속중고 정문,424
2021-06-01,1316. 고려사대부속중고 건너편,527
2021-06-01,1318. 길음역 3번출구 뒤,1705
2021-06-01,1319. 종암사거리 분수대,2149
2021-06-01,1320. LG베스트샵 종암점,2499
2021-06-01,1321. 국민은행 종암동지점 앞,2811
2021-06-01,1322. 래미안라센트아파트 103동 앞,1292
2021-06-01,1323. 월곡역 입구 육교 밑,528
2021-06-01,1325. 상월곡역 4번출구,733
2021-06-01,1326. 상월곡역 1번출구,1110
2021-06-01,1327. 상월곡역 3번출구,1392
2021-06-01,1328. 월곡역 3번출구,2653
2021-06-01,1332. 석계역 5번출구 건너편,3455
2021-06-01,1333. 석관초등학교 앞,1691
2021-06-01,1334. 석관동주민센터 앞,1515
2021-06-01,1336. 성북3교 위,2037
2021-06-01,1337. 돈암성당 옆,2616
2021-06-01,1338. 용문2교 옆,1407
2021-06-01,1339. 삼성전자서비스 성북센터,1216
2021-06-01,1340. 광운초등학교 앞,612
2021-06-01,1342. 성북쉼터 앞,184
2021-06-01,1343. 한성대7번출구 앞,890
2021-06-01,1344. 아리랑시네센터 앞,888
2021-06-01,1346. 길음8골어린이공원 옆,1116
2021-06-01,1347. 길음래미안아파트817동 상가 앞,547
2021-06-01,1348. 성북제일새마을금고 본점 앞,740
2021-06-01,1349. 월계2교 버스정류장 앞,967
2021-06-01,1351. 안암2교 옆,2751
2021-06-01,1352. e 편한세상 보문아파트 내,211
2021-06-01,1353. 금호어울림센터힐 내,370
2021-06-01,1354. 고려대학교 2번출구,2188
2021-06-01,1355. 보문2교,3744
2021-06-01,1357. 북한산보국문역,588
2021-06-01,1358. 정릉도서관 앞,960
2021-06-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,1098
2021-06-01,1360. 정릉역,972
2021-06-01,1361. 홍익중고 입구,1486
2021-06-01,1362. 보문역6번출구 앞,1715
2021-06-01,1363. 보문4교 인근,2849
2021-06-01,1364. 성북동 치안센터 앞,974
2021-06-01,1365. 선잠단지 앞,369
2021-06-01,1366. 일신초등학교 옆,428
2021-06-01,1367. 길음문화복합미디어센터,607
2021-06-01,1368. 성신여대입구 교차로,1259
2021-06-01,1369. 미아사거리,2000
2021-06-01,1370. 복자사랑 피정의 집,459
2021-06-01,1372. KEB은행 고대점,2013
2021-06-01,1373. 성북구보건소 건너편,1150
2021-06-01,1375. 생명의 전화 종합복지관 앞 교차로,1670
2021-06-01,1376. 한국과학기술연구원 중문,213
2021-06-01,1377. 한국과학기술연구원 북문,257
2021-06-01,1379.길음뉴타운푸르지오아파트 3단지,296
2021-06-01,1380.월곡역 5번출구 앞,2310
2021-06-01,1381.석계역 4번출구 뒤,2365
2021-06-01,1382.래미안월곡아파트 입구,1475
2021-06-01,1384.성신여대입구역 5번출구,2221
2021-06-01,1385.성신여대입구역 3번출구 앞,1615
2021-06-01,1386.동선고가차도 초입,645
2021-06-01,1388.커핀그루나루,816
2021-06-01,1390.석관래미안아트리치,1721
2021-06-01,1391.성북청소년센터,606
2021-06-01,1392.돈암삼성풍림아파트,183
2021-06-01,1393.돈암육교 하단,370
2021-06-01,1394.길음뉴타운 래미안9단지,1074
2021-06-01,1395.래미안장위포레카운티(102동),857
2021-06-01,1396.래미안장위퍼스트하이(513동),1425
2021-06-01,4406. 장곡초등학교 앞,807
2021-06-01,4408. 돌곶이역 앞,1083
2021-07-01,1302. 한성대입구역6번출구 뒤,828
2021-07-01,1303. 돈암초교 입구,1205
2021-07-01,1304. 만해공원,440
2021-07-01,1305. 성북구청,1353
2021-07-01,1306. 한성대입구역2번출구,2360
2021-07-01,1308. 안암로터리 버스정류장 앞,5210
2021-07-01,1314. 정릉꿈에그린1단지 201동 앞,530
2021-07-01,1315. 고려사대부속중고 정문,478
2021-07-01,1316. 고려사대부속중고 건너편,498
2021-07-01,1318. 길음역 3번출구 뒤,1686
2021-07-01,1319. 종암사거리 분수대,2167
2021-07-01,1320. LG베스트샵 종암점,2229
2021-07-01,1321. 국민은행 종암동지점 앞,2577
2021-07-01,1322. 래미안라센트아파트 103동 앞,1432
2021-07-01,1323. 월곡역 입구 육교 밑,481
2021-07-01,1325. 상월곡역 4번출구,750
2021-07-01,1326. 상월곡역 1번출구,1127
2021-07-01,1327. 상월곡역 3번출구,1396
2021-07-01,1328. 월곡역 3번출구,2611
2021-07-01,1332. 석계역 5번출구 건너편,2493
2021-07-01,1333. 석관초등학교 앞,1546
2021-07-01,1334. 석관동주민센터 앞,1391
2021-07-01,1336. 성북3교 위,2173
2021-07-01,1337. 돈암성당 옆,2490
2021-07-01,1338. 용문2교 옆,1528
2021-07-01,1339. 삼성전자서비스 성북센터,1203
2021-07-01,1340. 광운초등학교 앞,616
2021-07-01,1342. 성북쉼터 앞,122
2021-07-01,1343. 한성대7번출구 앞,1009
2021-07-01,1344. 아리랑시네센터 앞,728
2021-07-01,1346. 길음8골어린이공원 옆,1028
2021-07-01,1347. 길음래미안아파트817동 상가 앞,463
2021-07-01,1348. 성북제일새마을금고 본점 앞,812
2021-07-01,1349. 월계2교 버스정류장 앞,975
2021-07-01,1351. 안암2교 옆,2723
2021-07-01,1352. e 편한세상 보문아파트 내,254
2021-07-01,1353. 금호어울림센터힐 내,384
2021-07-01,1354. 고려대학교 2번출구,2172
2021-07-01,1355. 보문2교,3689
2021-07-01,1357. 북한산보국문역,676
2021-07-01,1358. 정릉도서관 앞,870
2021-07-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,1702
2021-07-01,1360. 정릉역,942
2021-07-01,1361. 홍익중고 입구,1396
2021-07-01,1362. 보문역6번출구 앞,1769
2021-07-01,1363. 보문4교 인근,2950
2021-07-01,1364. 성북동 치안센터 앞,951
2021-07-01,1365. 선잠단지 앞,393
2021-07-01,1366. 일신초등학교 옆,387
2021-07-01,1367. 길음문화복합미디어센터,509
2021-07-01,1368. 성신여대입구 교차로,1231
2021-07-01,1369. 미아사거리,1870
2021-07-01,1370. 복자사랑 피정의 집,399
2021-07-01,1372. KEB은행 고대점,1958
2021-07-01,1373. 성북구보건소 건너편,1104
2021-07-01,1375. 생명의 전화 종합복지관 앞 교차로,1671
2021-07-01,1376. 한국과학기술연구원 중문,315
2021-07-01,1377. 한국과학기술연구원 북문,310
2021-07-01,1379.길음뉴타운푸르지오아파트 3단지,412
2021-07-01,1380.월곡역 5번출구 앞,2161
2021-07-01,1381.석계역 4번출구 뒤,1949
2021-07-01,1382.래미안월곡아파트 입구,1257
2021-07-01,1384.성신여대입구역 5번출구,2205
2021-07-01,1385.성신여대입구역 3번출구 앞,1744
2021-07-01,1386.동선고가차도 초입,751
2021-07-01,1388.커핀그루나루,798
2021-07-01,1390.석관래미안아트리치,1646
2021-07-01,1391.성북청소년센터,626
2021-07-01,1392.돈암삼성풍림아파트,130
2021-07-01,1393.돈암육교 하단,212
2021-07-01,1394.길음뉴타운 래미안9단지,1065
2021-07-01,1395.래미안장위포레카운티(102동),936
2021-07-01,1396.래미안장위퍼스트하이(513동),1270
2021-07-01,4406. 장곡초등학교 앞,838
2021-07-01,4408. 돌곶이역 앞,1350
2021-08-01,1302. 한성대입구역6번출구 뒤,789
2021-08-01,1303. 돈암초교 입구,1143
2021-08-01,1304. 만해공원,419
2021-08-01,1305. 성북구청,1287
2021-08-01,1306. 한성대입구역2번출구,2431
2021-08-01,1308. 안암로터리 버스정류장 앞,5047
2021-08-01,1314. 정릉꿈에그린1단지 201동 앞,492
2021-08-01,1315. 고려사대부속중고 정문,442
2021-08-01,1316. 고려사대부속중고 건너편,480
2021-08-01,1318. 길음역 3번출구 뒤,1536
2021-08-01,1319. 종암사거리 분수대,2085
2021-08-01,1320. LG베스트샵 종암점,2208
2021-08-01,1321. 국민은행 종암동지점 앞,2547
2021-08-01,1322. 래미안라센트아파트 103동 앞,1331
2021-08-01,1323. 월곡역 입구 육교 밑,471
2021-08-01,1325. 상월곡역 4번출구,712
2021-08-01,1326. 상월곡역 1번출구,985
2021-08-01,1327. 상월곡역 3번출구,1445
2021-08-01,1328. 월곡역 3번출구,2476
2021-08-01,1332. 석계역 5번출구 건너편,2313
2021-08-01,1333. 석관초등학교 앞,1529
2021-08-01,1334. 석관동주민센터 앞,1220
2021-08-01,1336. 성북3교 위,2071
2021-08-01,1337. 돈암성당 옆,2446
2021-08-01,1338. 용문2교 옆,1582
2021-08-01,1339. 삼성전자서비스 성북센터,1128
2021-08-01,1340. 광운초등학교 앞,633
2021-08-01,1342. 성북쉼터 앞,292
2021-08-01,1343. 한성대7번출구 앞,953
2021-08-01,1344. 아리랑시네센터 앞,638
2021-08-01,1346. 길음8골어린이공원 옆,978
2021-08-01,1347. 길음래미안아파트817동 상가 앞,500
2021-08-01,1348. 성북제일새마을금고 본점 앞,812
2021-08-01,1349. 월계2교 버스정류장 앞,1007
2021-08-01,1351. 안암2교 옆,2656
2021-08-01,1352. e 편한세상 보문아파트 내,152
2021-08-01,1353. 금호어울림센터힐 내,331
2021-08-01,1354. 고려대학교 2번출구,1976
2021-08-01,1355. 보문2교,3854
2021-08-01,1357. 북한산보국문역,473
2021-08-01,1358. 정릉도서관 앞,873
2021-08-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,1875
2021-08-01,1360. 정릉역,818
2021-08-01,1361. 홍익중고 입구,1295
2021-08-01,1362. 보문역6번출구 앞,1837
2021-08-01,1363. 보문4교 인근,2964
2021-08-01,1364. 성북동 치안센터 앞,987
2021-08-01,1365. 선잠단지 앞,341
2021-08-01,1366. 일신초등학교 옆,359
2021-08-01,1367. 길음문화복합미디어센터,372
2021-08-01,1368. 성신여대입구 교차로,1230
2021-08-01,1369. 미아사거리,1733
2021-08-01,1370. 복자사랑 피정의 집,404
2021-08-01,1372. KEB은행 고대점,1807
2021-08-01,1373. 성북구보건소 건너편,1039
2021-08-01,1375. 생명의 전화 종합복지관 앞 교차로,1503
2021-08-01,1376. 한국과학기술연구원 중문,244
2021-08-01,1377. 한국과학기술연구원 북문,295
2021-08-01,1379.길음뉴타운푸르지오아파트 3단지,159
2021-08-01,1380.월곡역 5번출구 앞,2377
2021-08-01,1381.석계역 4번출구 뒤,2081
2021-08-01,1382.래미안월곡아파트 입구,1211
2021-08-01,1384.성신여대입구역 5번출구,2088
2021-08-01,1385.성신여대입구역 3번출구 앞,1528
2021-08-01,1386.동선고가차도 초입,709
2021-08-01,1388.커핀그루나루,856
2021-08-01,1390.석관래미안아트리치,1707
2021-08-01,1391.성북청소년센터,625
2021-08-01,1392.돈암삼성풍림아파트,99
2021-08-01,1393.돈암육교 하단,173
2021-08-01,1394.길음뉴타운 래미안9단지,967
2021-08-01,1395.래미안장위포레카운티(102동),996
2021-08-01,1396.래미안장위퍼스트하이(513동),1322
2021-08-01,4406. 장곡초등학교 앞,936
2021-08-01,4408. 돌곶이역 앞,1358
2021-08-01,4411. 동산어린이공원 앞,30
2021-09-01,1302. 한성대입구역6번출구 뒤,737
2021-09-01,1303. 돈암초교 입구,870
2021-09-01,1304. 만해공원,340
2021-09-01,1305. 성북구청,1484
2021-09-01,1306. 한성대입구역2번출구,2305
2021-09-01,1308. 안암로터리 버스정류장 앞,5596
2021-09-01,1314. 정릉꿈에그린1단지 201동 앞,426
2021-09-01,1315. 고려사대부속중고 정문,392
2021-09-01,1316. 고려사대부속중고 건너편,505
2021-09-01,1318. 길음역 3번출구 뒤,1553
2021-09-01,1319. 종암사거리 분수대,2147
2021-09-01,1320. LG베스트샵 종암점,2468
2021-09-01,1321. 국민은행 종암동지점 앞,2880
2021-09-01,1322. 래미안라센트아파트 103동 앞,1348
2021-09-01,1323. 월곡역 입구 육교 밑,524
2021-09-01,1325. 상월곡역 4번출구,722
2021-09-01,1326. 상월곡역 1번출구,1029
2021-09-01,1327. 상월곡역 3번출구,1727
2021-09-01,1328. 월곡역 3번출구,2896
2021-09-01,1332. 석계역 5번출구 건너편,2705
2021-09-01,1333. 석관초등학교 앞,1682
2021-09-01,1334. 석관동주민센터 앞,1394
2021-09-01,1336. 성북3교 위,2152
2021-09-01,1337. 돈암성당 옆,2686
2021-09-01,1338. 용문2교 옆,1835
2021-09-01,1339. 삼성전자서비스 성북센터,1210
2021-09-01,1340. 광운초등학교 앞,771
2021-09-01,1342. 성북쉼터 앞,117
2021-09-01,1343. 한성대7번출구 앞,779
2021-09-01,1344. 아리랑시네센터 앞,616
2021-09-01,1346. 길음8골어린이공원 옆,1058
2021-09-01,1347. 길음래미안아파트817동 상가 앞,534
2021-09-01,1348. 성북제일새마을금고 본점 앞,872
2021-09-01,1349. 월계2교 버스정류장 앞,1084
2021-09-01,1351. 안암2교 옆,2779
2021-09-01,1352. e 편한세상 보문아파트 내,149
2021-09-01,1353. 금호어울림센터힐 내,345
2021-09-01,1354. 고려대학교 2번출구,2150
2021-09-01,1355. 보문2교,4207
2021-09-01,1357. 북한산보국문역,546
2021-09-01,1358. 정릉도서관 앞,902
2021-09-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,2389
2021-09-01,1360. 정릉역,919
2021-09-01,1361. 홍익중고 입구,1159
2021-09-01,1362. 보문역6번출구 앞,1883
2021-09-01,1363. 보문4교 인근,3200
2021-09-01,1364. 성북동 치안센터 앞,860
2021-09-01,1365. 선잠단지 앞,369
2021-09-01,1366. 일신초등학교 옆,379
2021-09-01,1367. 길음문화복합미디어센터,438
2021-09-01,1368. 성신여대입구 교차로,1299
2021-09-01,1369. 미아사거리,2022
2021-09-01,1370. 복자사랑 피정의 집,286
2021-09-01,1372. KEB은행 고대점,568
2021-09-01,1373. 성북구보건소 건너편,1080
2021-09-01,1375. 생명의 전화 종합복지관 앞 교차로,1567
2021-09-01,1376. 한국과학기술연구원 중문,236
2021-09-01,1377. 한국과학기술연구원 북문,263
2021-09-01,1379.길음뉴타운푸르지오아파트 3단지,218
2021-09-01,1380.월곡역 5번출구 앞,2583
2021-09-01,1381.석계역 4번출구 뒤,2374
2021-09-01,1382.래미안월곡아파트 입구,1404
2021-09-01,1384.성신여대입구역 5번출구,2221
2021-09-01,1385.성신여대입구역 3번출구 앞,1547
2021-09-01,1386.동선고가차도 초입,647
2021-09-01,1388.커핀그루나루,990
2021-09-01,1390.석관래미안아트리치,1916
2021-09-01,1391.성북청소년센터,666
2021-09-01,1392.돈암삼성풍림아파트,241
2021-09-01,1393.돈암육교 하단,190
2021-09-01,1394.길음뉴타운 래미안9단지,1105
2021-09-01,1395.래미안장위포레카운티(102동),1113
2021-09-01,1396.래미안장위퍼스트하이(513동),1721
2021-09-01,4406. 장곡초등학교 앞,1091
2021-09-01,4408. 돌곶이역 앞,1655
2021-09-01,4411. 동산어린이공원 앞,554
2021-10-01,1302. 한성대입구역6번출구 뒤,641
2021-10-01,1303. 돈암초교 입구,990
2021-10-01,1304. 만해공원,297
2021-10-01,1305. 성북구청,1359
2021-10-01,1306. 한성대입구역2번출구,2099
2021-10-01,1308. 안암로터리 버스정류장 앞,5100
2021-10-01,1314. 정릉꿈에그린1단지 201동 앞,356
2021-10-01,1315. 고려사대부속중고 정문,323
2021-10-01,1316. 고려사대부속중고 건너편,399
2021-10-01,1318. 길음역 3번출구 뒤,1402
2021-10-01,1319. 종암사거리 분수대,1851
2021-10-01,1320. LG베스트샵 종암점,2162
2021-10-01,1321. 국민은행 종암동지점 앞,2489
2021-10-01,1322. 래미안라센트아파트 103동 앞,1454
2021-10-01,1323. 월곡역 입구 육교 밑,537
2021-10-01,1325. 상월곡역 4번출구,683
2021-10-01,1326. 상월곡역 1번출구,884
2021-10-01,1327. 상월곡역 3번출구,1537
2021-10-01,1328. 월곡역 3번출구,2658
2021-10-01,1332. 석계역 5번출구 건너편,2338
2021-10-01,1333. 석관초등학교 앞,1430
2021-10-01,1334. 석관동주민센터 앞,1342
2021-10-01,1336. 성북3교 위,1811
2021-10-01,1337. 돈암성당 옆,2324
2021-10-01,1338. 용문2교 옆,1565
2021-10-01,1339. 삼성전자서비스 성북센터,1159
2021-10-01,1340. 광운초등학교 앞,603
2021-10-01,1342. 성북쉼터 앞,123
2021-10-01,1343. 한성대7번출구 앞,765
2021-10-01,1344. 아리랑시네센터 앞,561
2021-10-01,1346. 길음8골어린이공원 옆,1047
2021-10-01,1347. 길음래미안아파트817동 상가 앞,421
2021-10-01,1348. 성북제일새마을금고 본점 앞,775
2021-10-01,1349. 월계2교 버스정류장 앞,913
2021-10-01,1351. 안암2교 옆,2689
2021-10-01,1352. e 편한세상 보문아파트 내,124
2021-10-01,1353. 금호어울림센터힐 내,344
2021-10-01,1354. 고려대학교 2번출구,1930
2021-10-01,1355. 보문2교,3406
2021-10-01,1357. 북한산보국문역,565
2021-10-01,1358. 정릉도서관 앞,799
2021-10-01,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,1745
2021-10-01,1360. 정릉역,753
2021-10-01,1361. 홍익중고 입구,1021
2021-10-01,1362. 보문역6번출구 앞,1710
2021-10-01,1363. 보문4교 인근,2770
2021-10-01,1364. 성북동 치안센터 앞,764
2021-10-01,1365. 선잠단지 앞,337
